uf,estado,municipio,local_verificacao,data_ultima_verificacao,data_validade,ultimo_resultado,tipo_medidor,qt_faixas,velocidade_nominal,validade_atual,tipo_via,mes_ultima_verificacao,ano_ultima_verificacao
SP,SÃO PAULO,assis,rodovia sp 270 km 438 + 700 metros,2024-01-22,2025-01-21,APROVADO,FIXO,1,110,VÁLIDO,Rodovia Estadual,1,2024
SP,SÃO PAULO,assis,rodovia: sp 270 km 449 + 200m,2020-12-23,2021-12-22,APROVADO,FIXO,2,0,VENCIDO,Rodovia Estadual,12,2020
SP,SÃO PAULO,assis,sp 270 km: 449 metros:200,2024-05-10,NA,REPARADO,FIXO,2,110,REPARADO,Rodovia Estadual,5,2024
SP,SÃO PAULO,assis,sp 333 km 410+200,2024-08-19,2025-08-18,APROVADO,FIXO,2,80,VÁLIDO,Rodovia Estadual,8,2024
SP,SÃO PAULO,assis,sp 333 km 410+500,2023-11-06,2024-11-05,APROVADO,FIXO,2,80,VENCIDO,Rodovia Estadual,11,2023
SP,SÃO PAULO,assis,"sp333   km 400,30",2021-04-29,2022-04-28,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,4,2021
SP,SÃO PAULO,assis,"sp333   km 400,70",2021-04-29,2022-04-28,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,4,2021
SP,SÃO PAULO,assis,"sp333   km 404,70",2024-03-22,2025-03-21,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,3,2024
SP,SÃO PAULO,atibaia,al. prof. lucas n. garcez,2023-12-14,2024-12-13,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,alameda prof. lucas nogueira garcez 3065,2024-08-06,2025-08-05,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,8,2024
SP,SÃO PAULO,atibaia,"av. industrial walter kloth, oposto ao no1100",2024-09-11,2025-09-10,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,atibaia,"av. jeronimo de camargo, 2145",2024-08-06,2025-08-05,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,8,2024
SP,SÃO PAULO,atibaia,"av. jeronimo de camargo, 3113",2024-09-11,2025-09-10,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,atibaia,"av. jeronimo de camargo, 3780",2024-08-06,2025-08-05,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,8,2024
SP,SÃO PAULO,atibaia,"av. jerônimo de camargo, n°5515+156m",2022-08-22,2023-08-21,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,8,2022
SP,SÃO PAULO,atibaia,"av. jerônimo de camargo, nº 5515 + 156m",2024-09-01,2025-08-31,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,atibaia,"av. pref. antonio julio de t. garcia lopes, alt. n° 300",2023-12-14,2024-12-13,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,"av. prefeito antonio julio de toledo  garcia lopes, altura  n° 300",2023-09-18,NA,REPROVADO,FIXO,2,0,REPROVADO,Via Urbana,9,2023
SP,SÃO PAULO,atibaia,"av. prof. c. a.a.c. pinto, n° 1146",2023-01-16,2024-01-15,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,atibaia,"av. prof. carlos a. a. carvalho pinto, nº 1146",2024-11-14,2025-11-13,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,11,2024
SP,SÃO PAULO,atibaia,"av. prof. carlos a. a. carvalho pinto, nº 170",2024-01-21,2025-01-20,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,1,2024
SP,SÃO PAULO,atibaia,"av. prof. carlos a.a.c. pinto, nº1146",2023-01-16,2024-01-15,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,atibaia,"av. professor flavio p. de camargo, 175",2024-01-21,2025-01-20,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,1,2024
SP,SÃO PAULO,atibaia,"av.jerônimo de camargo, n° 5515+156m",2022-08-22,2023-08-21,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,8,2022
SP,SÃO PAULO,atibaia,av.pref.ant.julio de t. garcia lopes,2022-12-23,2023-12-22,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,12,2022
SP,SÃO PAULO,atibaia,"av.prof. c.a.a.c.pinto, oposto ao n 210",2023-01-16,2024-01-15,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,atibaia,av.prof.c.a.a.c.pinto nº 170,2023-01-16,2024-01-15,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,atibaia,"avenida jeronimo de camargo ,2270",2023-12-13,2024-12-12,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,"avenida jeronimo de camargo, 1215",2023-12-13,2024-12-12,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,"avenida jeronimo de camargo, 320",2024-09-11,2025-09-10,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,atibaia,"avenida jeronimo de camargo, 872",2024-08-06,2025-08-05,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,8,2024
SP,SÃO PAULO,atibaia,"avenida professor carlos a. a. c. pinto, oposto ao nº 210",2023-12-17,2024-12-16,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,r. alfredo andre x av. brigad. jose,2022-12-23,2023-12-22,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,12,2022
SP,SÃO PAULO,atibaia,rua alfredo andré x av. brigadeiro josé v. f. lima,2023-12-14,2024-12-13,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,12,2023
SP,SÃO PAULO,atibaia,"rua professor licinio carpinelli, 107",2024-03-07,2025-03-06,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,atibaia,sp 065 km:070 metros:500,2024-02-04,2025-02-03,APROVADO,FIXO,1,0,VÁLIDO,Rodovia Estadual,2,2024
SP,SÃO PAULO,avare,av. carlos ramires nº 299. sentido b/c.,2024-01-16,2025-01-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,1,2024
SP,SÃO PAULO,avare,av. dr. antonio silvio cunha bueno a 60m do nº 955. sentido b/c.,2024-09-06,2025-09-05,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. dr. antonio silvio cunha bueno a 60m do nº 955. sentido c/b.,2024-09-06,2025-09-05,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. espanha nº 750. sentido c/b.,2024-02-16,2025-02-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,2,2024
SP,SÃO PAULO,avare,av. espanha nº 799. sentido b/c.,2024-02-16,2025-02-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,2,2024
SP,SÃO PAULO,avare,"av. geovane begnozi, a 100m da av. fuad haspani sentido b/c, avaré sp",2024-02-16,2025-02-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,2,2024
SP,SÃO PAULO,avare,av. gilberto filgueiras nº 597. sentido b/c.,2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. manoel teixeira sampaio a 20m da rua eduardo cane filho. sentido b/c.,2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. manoel teixeira sampaio a 20m da rua eduardo cane filho. sentido c/b.,2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,"av. pref. misael eufrasio leal a 100 metros da rua fernando moraes sentido c/b, avaré sp",2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,av. pref. misael eufrasio leal a 100 metros da rua fernando moraes. sentido c/b.,2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. pref. misael eufrasio leal. oposto ao nº 427. sentido b/c.,2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,av. pref. paulo novaes n.31 sentido c/b avaré sp,2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,"av. pref. paulo novaes, n.22 sentido b/c, avaré   sp",2024-03-13,NA,REPARADO,FIXO,1,40,REPARADO,Via Urbana,3,2024
SP,SÃO PAULO,avare,"av. pref. paulo novaes, n.22 sentido b/c, avaré sp",2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,"av. prof. celso ferreira, 502 sentido c/b avaré sp",2024-02-16,2025-02-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,2,2024
SP,SÃO PAULO,avare,"av. professor celso ferreira n.281 sentido b/c, avaré sp",2024-02-16,2025-02-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,2,2024
SP,SÃO PAULO,avare,av. professor celso ferreira nº 281. sentido b/c.,2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,"av. salim antonio curiati, altura nº 578. proximo a penitenciaria. sentido b/c.",2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,"av. santa barbara, n. 206 sentido c/b, avaré sp",2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,"av. santa barbara, oposto n. 206 sentido b/c, avaré sp",2024-03-13,2025-03-12,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,avare,av. tininho negrao a 50m da rua nestor rodrigues pedroso. sentido b/c.,2022-10-17,2023-10-16,APROVADO,FIXO,1,40,VENCIDO,Via Urbana,10,2022
SP,SÃO PAULO,avare,rodovia sp 255 km 257+300m,2024-01-31,2025-01-30,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Estadual,1,2024
SP,SÃO PAULO,avare,"rodovia sp 255, km 257+360m.",2022-07-21,2023-07-20,APROVADO,FIXO,2,0,VENCIDO,Rodovia Estadual,7,2022
SP,SÃO PAULO,avare,"rua dona carmem dias faria, altura do número  3891   avaré sp",2024-01-16,2025-01-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,1,2024
SP,SÃO PAULO,avare,"rua dona carmem dias faria, oposto do número 3891   avaré sp",2024-01-16,2025-01-15,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,1,2024
SP,SÃO PAULO,avare,"rua santa catarina, a 60m do n º 2229. sentido b/c.",2024-09-27,2025-09-26,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,avare,rua santos dumont nº 2490   avaré   sp,2024-04-04,2025-04-03,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,4,2024
SP,SÃO PAULO,bariri,sp 261    km 182 + 550 metros,2020-02-28,2021-02-27,APROVADO,FIXO,2,50,VENCIDO,Rodovia Estadual,2,2020
SP,SÃO PAULO,bariri,sp 261 km 175 + 500 metros,2022-12-20,NA,REPARADO,FIXO,2,60,REPROVADO,Rodovia Estadual,12,2022
SP,SÃO PAULO,bariri,sp 261 km 178 + 285 metros,2024-04-29,2025-04-28,APROVADO,FIXO,2,80,VÁLIDO,Rodovia Estadual,4,2024
SP,SÃO PAULO,bariri,sp 261 km 182 + 460 metros,2022-12-16,2023-12-15,APROVADO,FIXO,2,50,VENCIDO,Rodovia Estadual,12,2022
SP,SÃO PAULO,bariri,sp 261 km 175 + 500 metros,2024-06-03,2025-06-02,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Estadual,6,2024
SP,SÃO PAULO,bariri,sp 261 km 175+500,2022-12-20,2023-12-19,APROVADO,FIXO,2,60,VENCIDO,Rodovia Estadual,12,2022
SP,SÃO PAULO,bariri,sp 261 km 182+460,2022-12-16,2023-12-15,APROVADO,FIXO,2,50,VENCIDO,Rodovia Estadual,12,2022
SP,SÃO PAULO,barra bonita,rod.sp 255 km 168+550   sentido norte / sul,2020-12-22,NA,REPARADO,FIXO,2,0,REPROVADO,Rodovia Estadual,12,2020
SP,SÃO PAULO,barra bonita,rod.sp 255 km 176+890m   sentido  sul,2024-06-05,2025-06-04,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Estadual,6,2024
SP,SÃO PAULO,barra bonita,sp255 km: 172 metros: 700,2020-11-17,NA,REPARADO,FIXO,1,60,REPROVADO,Rodovia Estadual,11,2020
SP,SÃO PAULO,barra bonita,sp255 km: 174 metros: 600,2020-11-18,NA,REPARADO,FIXO,2,100,REPROVADO,Rodovia Estadual,11,2020
SP,SÃO PAULO,barra bonita,sp255 km: 176 metros: 000,2021-02-04,2022-02-03,APROVADO,FIXO,1,80,VENCIDO,Rodovia Estadual,2,2021
SP,SÃO PAULO,barra bonita,sp255 km:170 metros:500,2021-11-06,2022-11-05,APROVADO,FIXO,2,80,VENCIDO,Rodovia Estadual,11,2021
SP,SÃO PAULO,barra bonita,sp255 km:170 metros:500   sul,2024-10-14,2025-10-13,APROVADO,FIXO,2,80,VÁLIDO,Rodovia Estadual,10,2024
SP,SÃO PAULO,barra do turvo,br 116 km 523+700,2019-03-12,NA,REPROVADO,FIXO,2,0,REPROVADO,Rodovia Federal,3,2019
SP,SÃO PAULO,barra do turvo,br 116 km 529+300,2019-03-12,NA,REPROVADO,FIXO,2,0,REPROVADO,Rodovia Federal,3,2019
SP,SÃO PAULO,barra do turvo,rod. br 116 sp km 546+000,2024-10-15,2025-10-14,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Federal,10,2024
SP,SÃO PAULO,barra do turvo,rod. br 116 sp km 548+370,2024-08-27,2025-08-26,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Federal,8,2024
SP,SÃO PAULO,barra do turvo,rod. br 116 sp km 550+700,2024-10-15,2025-10-14,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Federal,10,2024
SP,SÃO PAULO,barra do turvo,rod. br 116 sp km 559+950,2024-10-15,2025-10-14,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Federal,10,2024
SP,SÃO PAULO,barra do turvo,rod. br 116 sp km 567+800,2024-06-05,2025-06-04,APROVADO,FIXO,2,0,VÁLIDO,Rodovia Federal,6,2024
SP,SÃO PAULO,barretos,av. 43 próximo aos nº 527 e 584,2024-07-30,2025-07-29,APROVADO,FIXO,4,40,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. 43, próximo ao n. 527",2022-11-23,2023-11-22,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,11,2022
SP,SÃO PAULO,barretos,"av. 43, próximo ao n. 584",2022-12-20,2023-12-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,12,2022
SP,SÃO PAULO,barretos,"av. antonio frederico ozanam, próximo ao n. 1530",2022-11-22,2023-11-21,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,11,2022
SP,SÃO PAULO,barretos,"av. das nações, n°1860",2024-07-31,NA,REPARADO,FIXO,2,50,REPARADO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. das nações, n°785",2024-07-31,2025-07-30,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. derby club, px nº 05",2024-07-30,2025-07-29,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. derby clube, próximo ao n. 05",2022-11-22,2023-11-21,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,11,2022
SP,SÃO PAULO,barretos,"av. eng. josé domingos ducati, n°728",2024-07-30,2025-07-29,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. eng. josé domingos ducati, n°891",2024-07-30,2025-07-29,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. engenheiro necker carvalho de camargo, próximo ao n. 2593",2021-10-21,2022-10-20,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,10,2021
SP,SÃO PAULO,barretos,"av. joão batista da rocha, prox. nº 1850",2024-07-31,2025-07-30,APROVADO,FIXO,4,50,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"av. professor roberto frade monte, próximo ao n. 1540",2021-10-21,2022-10-20,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,10,2021
SP,SÃO PAULO,barretos,rodovia sp 326 km 438 + 560 metros   rod. brigadeiro faria lima.,2020-02-12,2021-02-11,APROVADO,FIXO,2,100,VENCIDO,Rodovia Estadual,2,2020
SP,SÃO PAULO,barretos,"rodovia sp 326, km 433 + 416 metros   rod. brigadeiro faria lima, s/n1",2019-06-28,2020-06-27,APROVADO,FIXO,2,0,VENCIDO,Rodovia Estadual,6,2019
SP,SÃO PAULO,barretos,rodovia sp 425 (assis chateaubriand) km 123 + 280 metros,2020-02-07,2021-02-06,APROVADO,FIXO,2,0,VENCIDO,Rodovia Estadual,2,2020
SP,SÃO PAULO,barretos,rodovia sp 425 km 87+ 520 metros   rod. assis chateaubriand,2020-03-03,2021-03-02,APROVADO,FIXO,2,100,VENCIDO,Rodovia Estadual,3,2020
SP,SÃO PAULO,barretos,"rua 18, próximo ao n. 2130",2022-11-23,2023-11-22,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,11,2022
SP,SÃO PAULO,barretos,"rua 18, px nº 2130",2024-07-31,2025-07-30,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"rua 18, px nº 2180",2024-07-31,2025-07-30,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"rua 24, próximo ao n. 1547",2022-12-20,2023-12-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,12,2022
SP,SÃO PAULO,barretos,"rua 30, próximo ao n. 1470",2022-12-20,2023-12-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,12,2022
SP,SÃO PAULO,barretos,"rua frederico ozanan, px nº 1530",2024-07-30,NA,REPARADO,FIXO,2,60,REPARADO,Via Urbana,7,2024
SP,SÃO PAULO,barretos,"rua messias gonçalves, próximo ao n. 1185",2023-01-26,2024-01-25,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,barretos,"rua messias gonçalves, px nº 1185",2024-07-30,NA,REPARADO,FIXO,2,40,REPARADO,Via Urbana,7,2024
SP,SÃO PAULO,barrinha,sp 333 km 097+870 leste,2024-10-08,2025-10-07,APROVADO,FIXO,2,110,VÁLIDO,Rodovia Estadual,10,2024
SP,SÃO PAULO,barueri,"av. alphaville, 120 metros antes da alameda mamoré   alphaville",2024-03-01,2025-02-28,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,barueri,"av. alphaville, 80m antes do limite de municipio   alphaville",2024-03-26,2025-03-25,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,barueri,av. municipal x av. exército brasileiro   jd. silveira,2024-07-04,2025-07-03,APROVADO,FIXO,4,0,VÁLIDO,Via Urbana,7,2024
SP,SÃO PAULO,barueri,estrada de jandira x av. municipal   jd. silveira,2024-08-15,2025-08-14,APROVADO,FIXO,3,0,VÁLIDO,Via Urbana,8,2024
SP,SÃO PAULO,barueri,estrada dos romeiros x rua almeida  cruz preta,2024-11-18,NA,REPARADO,FIXO,2,60,REPARADO,Via Urbana,11,2024
SP,SÃO PAULO,barueri,estrada dos romeiros x rua antônio saviano   cruz preta,2024-11-18,2025-11-17,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,11,2024
SP,SÃO PAULO,barueri,"r. general de divisão pedro rodrigues da silva, n° 400 aldeia de barueri",2024-03-01,2025-02-28,APROVADO,FIXO,3,0,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,barueri,rodovia sp 021 km 013+100,2024-02-27,2025-02-26,APROVADO,FIXO,4,0,VÁLIDO,Rodovia Estadual,2,2024
SP,SÃO PAULO,barueri,rodovia sp 021 km 013+100  ,2024-02-27,2025-02-26,APROVADO,FIXO,1,0,VÁLIDO,Rodovia Estadual,2,2024
SP,SÃO PAULO,barueri,rodovia spi 016/021 km: 000 metros: 400,2023-02-16,2024-02-15,APROVADO,FIXO,3,0,VENCIDO,Via Urbana,2,2023
SP,SÃO PAULO,barueri,rodovia spi 016/021 km: 001 metros: 700,2023-01-23,2024-01-22,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,barueri,rua antonio saviano x estrada dos romeiros    cruz preta,2024-11-18,2025-11-17,APROVADO,FIXO,1,40,VÁLIDO,Via Urbana,11,2024
SP,SÃO PAULO,barueri,"rua general de divisão pedro rodrigues da silva, oposto n 400   aldeia de barueri",2024-03-01,2025-02-28,APROVADO,FIXO,2,0,VÁLIDO,Via Urbana,3,2024
SP,SÃO PAULO,barueri,spi 016/021 km 000+400 sul,2024-10-31,2025-10-30,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
SP,SÃO PAULO,barueri,spi 016/021 km 001+700 norte,2024-10-31,2025-10-30,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
SP,SÃO PAULO,barueri,"via parque, poste enel nº19_22316   alphaville",2024-10-22,NA,REPARADO,FIXO,2,0,REPARADO,Via Urbana,10,2024
SP,SÃO PAULO,barueri,via parque  alphaville oposto ao poste enel nº 13_22316   alphaville,2024-10-22,NA,REPARADO,FIXO,2,0,REPARADO,Via Urbana,10,2024
SP,SÃO PAULO,batatais,rodovia altino arantes   sp 351   km 46+ 000m,2020-06-05,2021-06-04,APROVADO,FIXO,3,0,VENCIDO,Rodovia Estadual,6,2020
SP,SÃO PAULO,batatais,rodovia candido portinari   sp 334   km 344 + 000m,2024-05-22,2025-05-21,APROVADO,FIXO,3,0,VÁLIDO,Rodovia Estadual,5,2024
SP,SÃO PAULO,bauru,.,2024-09-30,2025-09-29,APROVADO,ESTÁTICO OU PORTÁTIL,1,0,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,bauru,..,2024-09-30,2025-09-29,APROVADO,ESTÁTICO OU PORTÁTIL,1,0,VÁLIDO,Via Urbana,9,2024
SP,SÃO PAULO,bauru,"av comendador jose da silva martha, quadra 4",2023-01-20,2024-01-19,APROVADO,FIXO,4,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"av. cruzeiro do sul, q.24",2023-01-20,2024-01-19,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"av. marginal nações unidas norte, q.05",2022-10-22,2023-10-21,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,10,2022
SP,SÃO PAULO,bauru,"av. nações unidas, q.18",2022-10-22,2023-10-21,APROVADO,FIXO,2,100,VENCIDO,Via Urbana,10,2022
SP,SÃO PAULO,bauru,"av.comendador josé da silva martha, q.20",2022-10-22,2023-10-21,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,10,2022
SP,SÃO PAULO,bauru,"av.comendador josé da silva martha, q.26",2022-10-22,2023-10-21,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,10,2022
SP,SÃO PAULO,bauru,"av.getulio vargas, quadra 15",2019-04-03,2020-04-02,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,4,2019
SP,SÃO PAULO,bauru,"av.issa marar, 2210",2022-06-24,2023-06-23,APROVADO,ESTÁTICO,1,0,VENCIDO,Via Urbana,6,2022
SP,SÃO PAULO,bauru,"avenida cruzeiro do sul, quadra 21",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida duque de caxias, quadra 13",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida duque de caxias, quadra 16",2023-01-13,2024-01-12,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida getúlio vargas, qd. 21",2020-02-04,NA,REPARADO,FIXO,2,0,REPROVADO,Via Urbana,2,2020
SP,SÃO PAULO,bauru,"avenida getúlio vargas, quadra 15",2023-01-20,2024-01-19,APROVADO,FIXO,4,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida josé vicente aiello, quadra 24",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida josé vitório dota, quadra 1",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida nações unidas, quadra 17",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida nações unidas, quadra 43",2023-01-20,2024-01-19,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida rodrigues alves, quadra 43",2023-01-20,2024-01-19,APROVADO,FIXO,4,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"avenida rosa malandrino mondelli, quadra 4",2023-01-20,2024-01-19,APROVADO,FIXO,2,0,VENCIDO,Via Urbana,1,2023
SP,SÃO PAULO,bauru,"marginal da rod sp 300 km 335,5",2021-07-13,2022-07-12,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,7,2021
SP,SÃO PAULO,bauru,"marginal da rod.sp 300 km 335,5",2019-11-04,2020-11-03,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,11,2019
SP,SÃO PAULO,bauru,"marginal da rod.sp 300km 335,5",2020-10-26,2021-10-25,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,10,2020
SP,SÃO PAULO,bauru,"marginal da rodovia sp 300 km 335,5",2021-05-25,2022-05-24,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,5,2021
SP,SÃO PAULO,bauru,marginal da rodovia sp 300 km 336,2020-10-07,2021-10-06,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,10,2020
SP,SÃO PAULO,bauru,"marginal da rodovia sp 300, km 335+500m",2021-01-22,2022-01-21,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,1,2021
SP,SÃO PAULO,bauru,"marginal da rodovia sp 300, km 335,5",2021-01-22,2022-01-21,APROVADO,ESTÁTICO,1,0,VENCIDO,Rodovia Estadual,1,2021
SP,SÃO PAULO,bauru,"rod elias miguel maluf, km 4",2020-08-08,NA,REPARADO,FIXO,2,0,REPROVADO,Via Urbana,8,2020
SP,SÃO PAULO,bauru,rod sp 300 km 342+650m leste,2023-02-05,2024-02-04,APROVADO,FIXO,2,0,VENCIDO,Rodovia Estadual,2,2023
SP,SÃO PAULO,bauru,rodovia sp 294 km 370,2023-09-27,2024-09-26,APROVADO,FIXO,3,0,VÁLIDO,Rodovia Estadual,9,2023
